0,26206
0.000125,10329
0.00025,-5460
0.000375,-3730
0.0005,-9091
0.000625,-9146
0.00075,3433
0.000875,-2276
0.001,-11579
0.001125,2662
0.00125,8876
0.001375,-1757
0.0015,11
0.001625,1620
0.00175,-3546
0.001875,10399
0.002,20716
0.002125,909
0.00225,-13276
0.002375,-10731
0.0025,-14518
0.002625,-8412
0.00275,8048
0.002875,3103
0.003,-3095
0.003125,11596
0.00325,13319
0.003375,328
0.0035,-49
0.003625,-3875
0.00375,-11083
0.003875,3911
0.004,12904
0.004125,-5311
0.00425,-13522
0.004375,-7897
0.0045,-9314
0.004625,1137
0.00475,17073
0.004875,8172
0.005,504
0.005125,11452
0.00525,7045
0.005375,-7209
0.0055,-7237
0.005625,-12134
0.00575,-15870
0.005875,4356
0.006,14675
0.006125,-744
0.00625,-4767
0.006375,-133
0.0065,-3615
0.006625,6266
0.00675,17264
0.006875,2717
0.007,-5834
0.007125,3539
0.00725,-2460
0.007375,-12541
0.0075,-8051
0.007625,-10883
0.00775,-9750
0.007875,13890
0.008,21854
0.008125,4961
0.00825,-54
0.008375,-779
0.0085,-8091
0.008625,1247
0.00875,9275
0.008875,-6337
0.009,-10622
0.009125,1430
0.00925,-2508
0.009375,-6878
0.0095,489
0.009625,-3482
0.00975,-1799
0.009875,19773
0.01,21082
0.010125,729
0.01025,-5736
0.010375,-9859
0.0105,-16470
0.010625,-2880
0.01075,6580
0.010875,-6109
0.011,-4616
0.011125,8771
0.01125,4183
0.011375,1138
0.0115,5837
0.011625,-3464
0.01175,-3659
0.011875,14880
0.012,11470
0.012125,-8031
0.01225,-11382
0.012375,-14134
0.0125,-15813
0.012625,3519
0.01275,13489
0.012875,1335
0.013,4058
0.013125,13333
0.01325,4023
0.013375,-543
0.0135,269
0.013625,-12428
0.01375,-10608
0.013875,9251
0.014,6233
0.014125,-8073
0.01425,-6686
0.014375,-8408
0.0145,-7312
0.014625,13081
0.01475,18293
0.014875,2529
0.015,3116
0.015125,6951
0.01525,-5190
0.015375,-7806
0.0155,-6540
0.015625,-17266
0.01575,-9215
0.015875,13722
0.016,11285
0.016125,129
0.01625,1632
0.016375,-3987
0.0165,-4437
0.016625,13194
0.01675,12245
0.016875,-5526
0.017,-4080
0.017125,-1244
0.01725,-10667
0.017375,-7189
0.0175,-3339
0.017625,-11457
0.01775,713
0.017875,22228
0.018,15721
0.018125,3126
0.01825,695
0.018375,-10165
0.0185,-10966
0.018625,6463
0.01875,3897
0.018875,-10393
0.019,-4048
0.019125,398
0.01925,-5297
0.019375,2180
0.0195,4457
0.019625,-5523
0.01975,5775
0.019875,21644
0.02,9669
0.020125,-3653
0.02025,-7654
0.020375,-19034
0.0205,-14874
0.020625,6367
0.02075,5259
0.020875,-4388
0.021,4812
0.021125,7184
0.02125,869
0.021375,7077
0.0215,3591
0.021625,-9837
0.02175,686
0.021875,13109
0.022,426
0.022125,-8542
0.02225,-9898
0.022375,-18230
0.0225,-7907
0.022625,15257
0.02275,12342
0.022875,2893
0.023,9481
0.023125,5721
0.02325,-3071
0.023375,1508
0.0235,-5535
0.023625,-17806
0.02375,-3339
0.023875,10079
0.024,592
0.024125,-2784
0.02425,-2962
0.024375,-11046
0.0245,850
0.024625,20401
0.02475,11698
0.024875,149
0.025,3400
0.025125,-4208
0.02525,-11079
0.025375,-3585
0.0255,-9366
0.025625,-16400
0.02575,3244
0.025875,16662
0.026,7887
0.026125,5411
0.02625,1064
0.026375,-10707
0.0265,-74
0.026625,14853
0.02675,2555
0.026875,-7159
0.027,-2821
0.027125,-9108
0.02725,-9942
0.027375,1824
0.0275,-3169
0.027625,-7377
0.02775,12567
0.027875,20814
0.028,8690
0.028125,3824
0.02825,-5743
0.028375,-19136
0.0285,-6315
0.028625,8396
0.02875,-2112
